t,x,y,z,qw,qx,qy,qz,tx,ty,tz
2.86,101.592,22.7398,1019.95,-0.590362,-0.688032,0.102722,-0.409307,100,0,1000
2.865,101.597,22.8163,1020.13,-0.540754,-0.5526,0.257945,-0.579381,100,0,1000
2.87,101.6,22.8928,1020.3,-0.450464,-0.374252,0.395023,-0.707796,100,0,1000
2.875,101.603,22.9693,1020.47,-0.331998,-0.168805,0.495097,-0.784959,100,0,1000
2.88,101.604,23.0459,1020.65,-0.189947,0.0503718,0.556584,-0.807216,100,0,1000
2.885,101.604,23.1225,1020.82,-0.0411733,0.256531,0.578388,-0.773281,100,0,1000
2.89,101.603,23.1992,1020.99,0.108195,0.442875,0.561559,-0.690512,100,0,1000
2.895,101.6,23.2759,1021.16,0.2508,0.599471,0.507352,-0.565974,100,0,1000
2.9,101.597,23.3527,1021.33,0.376839,0.71588,0.421494,-0.409695,100,0,1000
2.905,101.592,23.4296,1021.5,0.483028,0.787384,0.307427,-0.228471,100,0,1000
2.91,101.587,23.5065,1021.67,0.56312,0.805997,0.177368,-0.0424993,100,0,1000
2.915,101.58,23.5837,1021.84,0.610541,0.777525,0.0368562,0.146069,100,0,1000
2.92,101.572,23.6609,1022.01,0.622149,0.70369,-0.106032,0.326357,100,0,1000
2.925,101.563,23.7382,1022.18,0.60107,0.588281,-0.238964,0.485322,100,0,1000
2.93,101.553,23.8158,1022.35,0.550173,0.436237,-0.354354,0.617608,100,0,1000
2.935,101.541,23.8935,1022.52,0.469208,0.259996,-0.448519,0.714897,100,0,1000
2.94,101.529,23.9713,1022.69,0.363597,0.0716351,-0.516689,0.771815,100,0,1000
2.945,101.516,24.0494,1022.86,0.240809,-0.118847,-0.552677,0.788945,100,0,1000
2.95,101.501,24.1276,1023.02,0.109401,-0.298066,-0.556196,0.768007,100,0,1000
2.955,101.486,24.2061,1023.19,-0.0259128,-0.4598,-0.529836,0.71217,100,0,1000
2.96,101.47,24.2848,1023.36,-0.157939,-0.596675,-0.478146,0.624828,100,0,1000
2.965,101.452,24.3637,1023.52,-0.282404,-0.703884,-0.403758,0.511639,100,0,1000
2.97,101.434,24.4428,1023.69,-0.392611,-0.776289,-0.312868,0.381243,100,0,1000
2.975,101.415,24.5222,1023.85,-0.482531,-0.814584,-0.213268,0.241109,100,0,1000
2.98,101.395,24.6018,1024.01,-0.55251,-0.821514,-0.106307,0.0924477,100,0,1000
2.985,101.374,24.6816,1024.18,-0.605128,-0.793835,0.00579317,-0.060102,100,0,1000
2.99,101.352,24.7616,1024.34,-0.633877,-0.73758,0.112652,-0.203679,100,0,1000
2.995,101.33,24.8419,1024.5,-0.642962,-0.650752,0.215435,-0.341627,100,0,1000
3,101.306,24.9225,1024.66,-0.627822,-0.542297,0.309257,-0.46488,100,0,1000
3.005,101.282,25.0033,1024.83,-0.593973,-0.412564,0.38775,-0.571522,100,0,1000
3.01,101.257,25.0844,1024.99,-0.541479,-0.26748,0.449186,-0.658397,100,0,1000
3.015,101.231,25.1659,1025.15,-0.472111,-0.114088,0.49206,-0.722476,100,0,1000
3.02,101.205,25.2476,1025.31,-0.387729,0.0428196,0.515938,-0.762654,100,0,1000
3.025,101.177,25.3296,1025.46,-0.295621,0.189991,0.522974,-0.776537,100,0,1000
3.03,101.149,25.4119,1025.62,-0.197645,0.327328,0.511973,-0.769205,100,0,1000
3.035,101.12,25.4945,1025.78,-0.0979477,0.449225,0.482745,-0.745359,100,0,1000
3.04,101.091,25.5774,1025.94,0.00667496,0.562993,0.441618,-0.698547,100,0,1000
3.045,101.061,25.6606,1026.09,0.111615,0.660618,0.387217,-0.633395,100,0,1000
3.05,101.03,25.7441,1026.25,0.209539,0.73726,0.324852,-0.554087,100,0,1000
3.055,100.998,25.8279,1026.41,0.301653,0.794727,0.254523,-0.461122,100,0,1000
3.06,100.966,25.9121,1026.56,0.386595,0.828499,0.178982,-0.363455,100,0,1000
3.065,100.933,25.9965,1026.71,0.462382,0.842314,0.0996982,-0.258398,100,0,1000
3.07,100.899,26.0812,1026.87,0.524847,0.836368,0.0238328,-0.156385,100,0,1000
3.075,100.865,26.1663,1027.02,0.576984,0.813422,-0.0517737,-0.0524799,100,0,1000
3.08,100.831,26.2516,1027.17,0.619177,0.773332,-0.126013,0.0519409,100,0,1000
3.085,100.796,26.3373,1027.33,0.654415,0.715255,-0.193377,0.150851,100,0,1000
3.09,100.76,26.4233,1027.48,0.679571,0.642217,-0.255384,0.246005,100,0,1000
3.095,100.724,26.5096,1027.63,0.691389,0.559429,-0.311617,0.334537,100,0,1000
3.1,100.687,26.5963,1027.78,0.692519,0.465886,-0.360276,0.416617,100,0,1000
3.105,100.65,26.6833,1027.93,0.682375,0.364998,-0.400898,0.490328,100,0,1000
3.11,100.612,26.7707,1028.07,0.659662,0.256896,-0.435518,0.556035,100,0,1000
3.115,100.574,26.8584,1028.22,0.626605,0.14746,-0.461413,0.610507,100,0,1000
3.12,100.535,26.9464,1028.37,0.585778,0.0355601,-0.474373,0.656178,100,0,1000
3.125,100.496,27.0348,1028.52,0.536097,-0.0745047,-0.480523,0.690033,100,0,1000
3.13,100.456,27.1235,1028.66,0.481771,-0.177685,-0.477413,0.713023,100,0,1000
3.135,100.416,27.2126,1028.81,0.420975,-0.277317,-0.470149,0.724455,100,0,1000
3.14,100.376,27.302,1028.95,0.356298,-0.370435,-0.453189,0.72832,100,0,1000
3.145,100.335,27.3917,1029.1,0.291288,-0.453133,-0.430474,0.724233,100,0,1000
3.15,100.294,27.4817,1029.24,0.223178,-0.529844,-0.401915,0.712685,100,0,1000
3.155,100.252,27.572,1029.38,0.153298,-0.599347,-0.368572,0.693857,100,0,1000
3.16,100.21,27.6627,1029.53,0.0826258,-0.659378,-0.329613,0.670633,100,0,1000
3.165,100.168,27.7537,1029.67,0.0125491,-0.707157,-0.285202,0.646863,100,0,1000
3.17,100.125,27.845,1029.81,-0.0588205,-0.747563,-0.23673,0.617777,100,0,1000
3.175,100.082,27.9367,1029.95,-0.130765,-0.781557,-0.185162,0.581192,100,0,1000
3.18,100.039,28.0286,1030.09,-0.196821,-0.806155,-0.135208,0.541383,100,0,1000
3.185,99.9954,28.121,1030.23,-0.263436,-0.821207,-0.0827403,0.499375,100,0,1000
3.19,99.9516,28.2136,1030.37,-0.326727,-0.830405,-0.0294509,0.450343,100,0,1000
3.195,99.9075,28.3066,1030.5,-0.388385,-0.830994,0.0247648,0.397483,100,0,1000
3.2,99.8631,28.3999,1030.64,-0.445843,-0.823336,0.0777214,0.342492,100,0,1000
3.205,99.8184,28.4936,1030.78,-0.499035,-0.809508,0.132728,0.279362,100,0,1000
3.21,99.7734,28.5876,1030.91,-0.548487,-0.78581,0.182626,0.219802,100,0,1000
3.215,99.7282,28.6819,1031.05,-0.592602,-0.755313,0.229435,0.160262,100,0,1000
3.22,99.6827,28.7766,1031.18,-0.631965,-0.718243,0.27304,0.100978,100,0,1000
3.225,99.6369,28.8716,1031.32,-0.665616,-0.675959,0.313461,0.0421468,100,0,1000
3.23,99.5909,28.9669,1031.45,-0.696095,-0.628953,0.346042,-0.0111472,100,0,1000
3.235,99.5447,29.0626,1031.59,-0.719169,-0.580878,0.376112,-0.0625855,100,0,1000
3.24,99.4983,29.1585,1031.72,-0.741683,-0.526812,0.399801,-0.111954,100,0,1000
3.245,99.4517,29.2548,1031.85,-0.756495,-0.470844,0.424136,-0.161644,100,0,1000
3.25,99.4049,29.3513,1031.98,-0.766961,-0.412221,0.444854,-0.209642,100,0,1000
3.255,99.3579,29.4482,1032.11,-0.774296,-0.35212,0.460026,-0.254662,100,0,1000
3.26,99.3108,29.5454,1032.24,-0.782471,-0.290195,0.464538,-0.296194,100,0,1000
3.265,99.2635,29.6428,1032.37,-0.787596,-0.227883,0.464246,-0.335019,100,0,1000
3.27,99.2161,29.7406,1032.5,-0.787442,-0.164319,0.46312,-0.372095,100,0,1000
3.275,99.1685,29.8387,1032.63,-0.782696,-0.0991474,0.459885,-0.407507,100,0,1000
3.28,99.1208,29.9372,1032.76,-0.77456,-0.0368263,0.453742,-0.439111,100,0,1000
3.285,99.0731,30.0359,1032.88,-0.76336,0.0266239,0.442966,-0.469418,100,0,1000
3.29,99.0251,30.1349,1033.01,-0.747625,0.0900882,0.431222,-0.496979,100,0,1000
3.295,98.9771,30.2342,1033.13,-0.729433,0.152473,0.413733,-0.522977,100,0,1000
3.3,98.929,30.3339,1033.26,-0.707857,0.210195,0.399613,-0.543199,100,0,1000
3.305,98.8807,30.4338,1033.38,-0.682813,0.267269,0.384783,-0.560604,100,0,1000
3.31,98.8323,30.534,1033.51,-0.653792,0.325162,0.3668,-0.576441,100,0,1000
3.315,98.7838,30.6345,1033.63,-0.624096,0.377848,0.343326,-0.591491,100,0,1000
3.32,98.7352,30.7352,1033.75,-0.591658,0.428765,0.317473,-0.604411,100,0,1000
3.325,98.6865,30.8363,1033.88,-0.557516,0.476191,0.289266,-0.615421,100,0,1000
3.33,98.6377,30.9376,1034,-0.521299,0.52183,0.262184,-0.622254,100,0,1000
3.335,98.5889,31.0393,1034.12,-0.485288,0.562037,0.234202,-0.627502,100,0,1000
3.34,98.54,31.1412,1034.24,-0.449597,0.596841,0.204778,-0.632226,100,0,1000
3.345,98.491,31.2433,1034.36,-0.411073,0.631656,0.174882,-0.633597,100,0,1000
3.35,98.4419,31.3457,1034.48,-0.370085,0.663707,0.142198,-0.634279,100,0,1000
3.355,98.3928,31.4484,1034.6,-0.32847,0.691453,0.108399,-0.634232,100,0,1000
3.36,98.3436,31.5514,1034.72,-0.28383,0.717049,0.0722884,-0.6325,100,0,1000
3.365,98.2944,31.6547,1034.83,-0.237633,0.737969,0.0343698,-0.630675,100,0,1000
3.37,98.2452,31.7582,1034.95,-0.192266,0.754262,-0.00271195,-0.627787,100,0,1000
3.375,98.1959,31.862,1035.07,-0.145903,0.768523,-0.039799,-0.621692,100,0,1000
3.38,98.1466,31.9661,1035.18,-0.100298,0.777496,-0.0761044,-0.616156,100,0,1000
3.385,98.0974,32.0705,1035.3,-0.0543508,0.78018,-0.112369,-0.612975,100,0,1000
3.39,98.0481,32.1751,1035.42,-0.0109418,0.781541,-0.146211,-0.60638,100,0,1000
3.395,97.9988,32.28,1035.53,0.033043,0.78069,-0.180055,-0.597504,100,0,1000
3.4,97.9495,32.3852,1035.64,0.0796359,0.776601,-0.215229,-0.586707,100,0,1000
3.405,97.9003,32.4906,1035.76,0.126159,0.766398,-0.248357,-0.578823,100,0,1000
3.41,97.8511,32.5963,1035.87,0.170698,0.755414,-0.280365,-0.567105,100,0,1000
3.415,97.8019,32.7022,1035.98,0.21099,0.744034,-0.309518,-0.553259,100,0,1000
3.42,97.7527,32.8084,1036.09,0.251271,0.730557,-0.338406,-0.537244,100,0,1000
3.425,97.7035,32.9148,1036.2,0.291725,0.71319,-0.365227,-0.522365,100,0,1000
3.43,97.6544,33.0215,1036.31,0.331836,0.692086,-0.389094,-0.50942,100,0,1000
3.435,97.6053,33.1284,1036.42,0.372255,0.667493,-0.410998,-0.496951,100,0,1000
3.44,97.5562,33.2355,1036.53,0.4076,0.644378,-0.431191,-0.482404,100,0,1000
3.445,97.5072,33.3429,1036.64,0.442261,0.619683,-0.451258,-0.46558,100,0,1000
3.45,97.4582,33.4505,1036.75,0.477329,0.591892,-0.468976,-0.449313,100,0,1000
3.455,97.4093,33.5583,1036.86,0.51156,0.562248,-0.486333,-0.430888,100,0,1000
3.46,97.3605,33.6664,1036.97,0.545744,0.530021,-0.497979,-0.416243,100,0,1000
3.465,97.3117,33.7746,1037.07,0.576988,0.497751,-0.510268,-0.398692,100,0,1000
3.47,97.263,33.8831,1037.18,0.610451,0.460782,-0.519156,-0.381453,100,0,1000
3.475,97.2143,33.9918,1037.29,0.640275,0.424604,-0.526941,-0.363446,100,0,1000
3.48,97.1658,34.1008,1037.39,0.669067,0.386652,-0.533091,-0.344477,100,0,1000
3.485,97.1173,34.2099,1037.5,0.697254,0.347012,-0.536039,-0.325701,100,0,1000
3.49,97.0689,34.3193,1037.6,0.722247,0.307991,-0.538226,-0.30629,100,0,1000
3.495,97.0206,34.4289,1037.71,0.746899,0.267847,-0.536348,-0.287629,100,0,1000
3.5,96.9724,34.5387,1037.81,0.770736,0.226803,-0.53108,-0.269224,100,0,1000
3.505,96.9243,34.6487,1037.91,0.792317,0.185426,-0.524674,-0.250136,100,0,1000
3.51,96.8763,34.7589,1038.01,0.810923,0.143791,-0.518542,-0.229875,100,0,1000
3.515,96.8284,34.8693,1038.12,0.829652,0.100531,-0.507643,-0.209454,100,0,1000
3.52,96.7807,34.98,1038.22,0.84553,0.0583716,-0.495901,-0.189089,100,0,1000
3.525,96.733,35.0908,1038.32,0.85998,0.0153945,-0.4816,-0.168102,100,0,1000
3.53,96.6855,35.2019,1038.42,0.871358,-0.0253044,-0.467175,-0.147792,100,0,1000
3.535,96.638,35.3131,1038.52,0.881697,-0.0660245,-0.449523,-0.127201,100,0,1000
3.54,96.5907,35.4245,1038.62,0.888707,-0.106769,-0.433036,-0.106205,100,0,1000
3.545,96.5436,35.5362,1038.72,0.89368,-0.148044,-0.415058,-0.0845275,100,0,1000
3.55,96.4965,35.648,1038.82,0.897348,-0.186518,-0.394872,-0.0636617,100,0,1000
3.555,96.4495,35.76,1038.92,0.899804,-0.225172,-0.371337,-0.0419348,100,0,1000
3.56,96.4027,35.8722,1039.01,0.90166,-0.261371,-0.343928,-0.0202235,100,0,1000
3.565,96.3561,35.9846,1039.11,0.901753,-0.298664,-0.312462,0.0031206,100,0,1000
3.57,96.3096,36.0971,1039.21,0.897924,-0.335656,-0.283581,0.0254907,100,0,1000
3.575,96.2632,36.2099,1039.3,0.891582,-0.372632,-0.252731,0.0485204,100,0,1000
3.58,96.217,36.3228,1039.4,0.882986,-0.408758,-0.219136,0.072334,100,0,1000
3.585,96.171,36.436,1039.5,0.873219,-0.439993,-0.187204,0.0940679,100,0,1000
3.59,96.1251,36.5493,1039.59,0.86072,-0.470531,-0.157027,0.114474,100,0,1000
3.595,96.0793,36.6628,1039.68,0.846563,-0.499254,-0.126297,0.13463,100,0,1000
3.6,96.0337,36.7765,1039.78,0.831347,-0.525319,-0.0917365,0.156481,100,0,1000
3.605,95.9882,36.8903,1039.87,0.813826,-0.550096,-0.0552708,0.178959,100,0,1000
3.61,95.9429,37.0043,1039.97,0.792449,-0.575348,-0.0171275,0.201756,100,0,1000
3.615,95.8978,37.1185,1040.06,0.769003,-0.598082,0.0219072,0.224619,100,0,1000
3.62,95.8529,37.2329,1040.15,0.743096,-0.618702,0.0616929,0.247407,100,0,1000
3.625,95.8082,37.3475,1040.24,0.71815,-0.634845,0.0977029,0.267743,100,0,1000
3.63,95.7636,37.4622,1040.33,0.688666,-0.650322,0.137392,0.289731,100,0,1000
3.635,95.7192,37.5771,1040.43,0.658832,-0.662064,0.175715,0.311026,100,0,1000
3.64,95.675,37.6921,1040.52,0.62917,-0.67054,0.211878,0.331102,100,0,1000
3.645,95.631,37.8073,1040.61,0.596806,-0.676864,0.249098,0.351608,100,0,1000
3.65,95.5872,37.9227,1040.7,0.561478,-0.681622,0.28667,0.371421,100,0,1000
3.655,95.5436,38.0382,1040.78,0.525611,-0.68176,0.323724,0.392607,100,0,1000
3.66,95.5002,38.1539,1040.87,0.487998,-0.680133,0.359702,0.41218,100,0,1000
3.665,95.457,38.2697,1040.96,0.45083,-0.675485,0.393297,0.431035,100,0,1000
3.67,95.414,38.3857,1041.05,0.412601,-0.670577,0.42514,0.446478,100,0,1000
3.675,95.3712,38.5017,1041.14,0.372239,-0.663823,0.456548,0.460806,100,0,1000
3.68,95.3286,38.618,1041.23,0.330444,-0.653992,0.486961,0.475362,100,0,1000
3.685,95.2862,38.7344,1041.31,0.291287,-0.643081,0.513543,0.487721,100,0,1000
3.69,95.244,38.8509,1041.4,0.253125,-0.630248,0.537643,0.499654,100,0,1000
3.695,95.202,38.9675,1041.48,0.211474,-0.6138,0.561863,0.512678,100,0,1000
3.7,95.1601,39.0843,1041.57,0.169348,-0.595937,0.584563,0.523896,100,0,1000
3.705,95.1185,39.2011,1041.66,0.126193,-0.576117,0.605901,0.533898,100,0,1000
3.71,95.0771,39.3181,1041.74,0.0830258,-0.554563,0.625199,0.542857,100,0,1000
3.715,95.0359,39.4353,1041.82,0.0393629,-0.53155,0.643051,0.549901,100,0,1000
3.72,94.9949,39.5525,1041.91,-0.00402804,-0.507589,0.659306,0.554665,100,0,1000
3.725,94.9541,39.6699,1041.99,-0.0466817,-0.482387,0.673149,0.558565,100,0,1000
3.73,94.9136,39.7874,1042.08,-0.0925015,-0.4539,0.686236,0.560801,100,0,1000
3.735,94.8732,39.9051,1042.16,-0.139286,-0.423184,0.697511,0.561243,100,0,1000
3.74,94.8331,40.0229,1042.24,-0.186458,-0.390163,0.705608,0.561358,100,0,1000
3.745,94.7932,40.1408,1042.32,-0.233041,-0.355935,0.712093,0.558503,100,0,1000
3.75,94.7535,40.2588,1042.41,-0.276483,-0.322329,0.715495,0.554733,100,0,1000
3.755,94.714,40.377,1042.49,-0.321402,-0.285892,0.714917,0.551236,100,0,1000
3.76,94.6748,40.4953,1042.57,-0.364351,-0.249319,0.711719,0.546392,100,0,1000
3.765,94.6358,40.6137,1042.65,-0.403678,-0.214031,0.707217,0.539517,100,0,1000
3.77,94.597,40.7322,1042.73,-0.442318,-0.178309,0.698928,0.532972,100,0,1000
3.775,94.5585,40.8509,1042.81,-0.479534,-0.14246,0.688188,0.525499,100,0,1000
3.78,94.5201,40.9696,1042.89,-0.516152,-0.104777,0.676226,0.5151,100,0,1000
3.785,94.482,41.0885,1042.97,-0.551699,-0.0655878,0.662854,0.501947,100,0,1000
3.79,94.4442,41.2074,1043.05,-0.583882,-0.0283947,0.64794,0.488313,100,0,1000
3.795,94.4065,41.3265,1043.12,-0.613987,0.00815623,0.631287,0.47374,100,0,1000
3.8,94.369,41.4457,1043.2,-0.642755,0.0430134,0.611205,0.45983,100,0,1000
3.805,94.3318,41.5649,1043.28,-0.670688,0.0783212,0.588448,0.444716,100,0,1000
3.81,94.2948,41.6843,1043.36,-0.697035,0.114234,0.563971,0.427819,100,0,1000
3.815,94.258,41.8038,1043.43,-0.723357,0.151745,0.535268,0.40892,100,0,1000
3.82,94.2215,41.9233,1043.51,-0.745803,0.184943,0.506623,0.391034,100,0,1000
3.825,94.1852,42.0429,1043.59,-0.766297,0.220044,0.476563,0.370482,100,0,1000
3.83,94.1491,42.1627,1043.66,-0.784179,0.254671,0.44565,0.348716,100,0,1000
3.835,94.1132,42.2825,1043.74,-0.799599,0.287339,0.413934,0.326707,100,0,1000
3.84,94.0776,42.4024,1043.81,-0.813825,0.320577,0.378606,0.302618,100,0,1000
3.845,94.0422,42.5225,1043.89,-0.825927,0.350253,0.342467,0.279077,100,0,1000
3.85,94.0071,42.6426,1043.96,-0.835077,0.379454,0.30625,0.254701,100,0,1000
3.855,93.9721,42.7628,1044.04,-0.841512,0.408104,0.269536,0.229475,100,0,1000
3.86,93.9374,42.8831,1044.11,-0.846437,0.433722,0.231733,0.204279,100,0,1000
3.865,93.903,43.0034,1044.18,-0.849553,0.457333,0.192854,0.178645,100,0,1000
3.87,93.8687,43.1238,1044.26,-0.850281,0.479141,0.154721,0.15332,100,0,1000
3.875,93.8347,43.2444,1044.33,-0.848876,0.49982,0.115683,0.127306,100,0,1000
3.88,93.8009,43.3649,1044.4,-0.845337,0.519038,0.0762606,0.100944,100,0,1000
3.885,93.7673,43.4856,1044.47,-0.840159,0.535734,0.0380255,0.0753428,100,0,1000
3.89,93.7339,43.6063,1044.54,-0.832397,0.552059,-0.00199176,0.0483906,100,0,1000
3.895,93.7007,43.7271,1044.62,-0.822511,0.566771,-0.0425162,0.0209746,100,0,1000
3.9,93.6678,43.848,1044.69,-0.810418,0.579804,-0.0836649,-0.00701453,100,0,1000
3.905,93.6351,43.9689,1044.76,-0.796874,0.590232,-0.124133,-0.0347729,100,0,1000
3.91,93.6027,44.0899,1044.83,-0.781323,0.598902,-0.164183,-0.0624083,100,0,1000
3.915,93.5705,44.211,1044.9,-0.763075,0.606641,-0.204026,-0.0898652,100,0,1000
3.92,93.5385,44.3321,1044.97,-0.742569,0.612192,-0.244611,-0.118231,100,0,1000
3.925,93.5067,44.4533,1045.04,-0.720426,0.615822,-0.283732,-0.145761,100,0,1000
3.93,93.4752,44.5746,1045.11,-0.697072,0.618147,-0.320324,-0.1714,100,0,1000
3.935,93.4439,44.6959,1045.17,-0.67166,0.617195,-0.358167,-0.199148,100,0,1000
3.94,93.4128,44.8173,1045.24,-0.645107,0.615097,-0.393573,-0.224928,100,0,1000
3.945,93.382,44.9388,1045.31,-0.615886,0.611475,-0.428908,-0.250641,100,0,1000
3.95,93.3514,45.0603,1045.38,-0.58636,0.605183,-0.462266,-0.276126,100,0,1000
3.955,93.321,45.1818,1045.45,-0.555514,0.597597,-0.494029,-0.300363,100,0,1000
3.96,93.2909,45.3035,1045.51,-0.522758,0.588063,-0.525008,-0.324457,100,0,1000
3.965,93.2609,45.4251,1045.58,-0.487665,0.576788,-0.555292,-0.348066,100,0,1000
3.97,93.2313,45.5468,1045.65,-0.451845,0.563812,-0.583552,-0.370701,100,0,1000
3.975,93.2018,45.6686,1045.71,-0.412839,0.549046,-0.611505,-0.392649,100,0,1000
3.98,93.1726,45.7905,1045.78,-0.374169,0.531787,-0.636547,-0.414738,100,0,1000
3.985,93.1437,45.9123,1045.84,-0.334373,0.512291,-0.659638,-0.436613,100,0,1000
3.99,93.115,46.0342,1045.91,-0.294372,0.490345,-0.67998,-0.45884,100,0,1000
3.995,93.0865,46.1562,1045.97,-0.253266,0.467346,-0.698616,-0.478936,100,0,1000
4,93.0583,46.2782,1046.04,-0.210646,0.442431,-0.715414,-0.498063,100,0,1000
4.005,93.0304,46.4002,1046.1,-0.169365,0.418503,-0.73021,-0.512801,100,0,1000
4.01,93.0026,46.5223,1046.17,-0.128741,0.39359,-0.742222,-0.526896,100,0,1000
4.015,92.9752,46.6444,1046.23,-0.0892913,0.368286,-0.751579,-0.539927,100,0,1000
4.02,92.9479,46.7665,1046.29,-0.0507481,0.342631,-0.758617,-0.551841,100,0,1000
4.025,92.9208,46.8887,1046.36,-0.011423,0.315661,-0.763863,-0.562798,100,0,1000
4.03,92.894,47.0109,1046.42,0.0270735,0.28851,-0.767141,-0.572297,100,0,1000
4.035,92.8674,47.1332,1046.48,0.0664869,0.259986,-0.768698,-0.580595,100,0,1000
4.04,92.841,47.2554,1046.55,0.106727,0.230016,-0.768045,-0.588055,100,0,1000
4.045,92.8148,47.3777,1046.61,0.147627,0.198728,-0.765298,-0.594165,100,0,1000
4.05,92.7889,47.5,1046.67,0.189573,0.165748,-0.759928,-0.599249,100,0,1000
4.055,92.7632,47.6224,1046.73,0.229684,0.133405,-0.751874,-0.603435,100,0,1000
4.06,92.7378,47.7448,1046.79,0.26927,0.100585,-0.74187,-0.60581,100,0,1000
4.065,92.7126,47.8672,1046.85,0.307639,0.06797,-0.729743,-0.606806,100,0,1000
4.07,92.6877,47.9896,1046.91,0.344163,0.0355717,-0.717343,-0.604736,100,0,1000
4.075,92.6629,48.112,1046.97,0.37989,0.00309471,-0.702922,-0.601311,100,0,1000
4.08,92.6384,48.2345,1047.03,0.415122,-0.0294306,-0.685826,-0.597035,100,0,1000
4.085,92.6142,48.357,1047.09,0.449443,-0.0616701,-0.666355,-0.591751,100,0,1000
4.09,92.5901,48.4795,1047.15,0.483177,-0.0942389,-0.644633,-0.584899,100,0,1000
4.095,92.5663,48.602,1047.21,0.515572,-0.125889,-0.620623,-0.577205,100,0,1000
4.1,92.5428,48.7246,1047.27,0.546097,-0.157338,-0.595821,-0.567468,100,0,1000
4.105,92.5195,48.8472,1047.33,0.576591,-0.189424,-0.567832,-0.556083,100,0,1000
4.11,92.4964,48.9697,1047.39,0.604627,-0.219728,-0.53893,-0.543783,100,0,1000
4.115,92.4736,49.0923,1047.45,0.629517,-0.248482,-0.510668,-0.530268,100,0,1000
4.12,92.451,49.2149,1047.5,0.655296,-0.279345,-0.477868,-0.514,100,0,1000
4.125,92.4286,49.3376,1047.56,0.678452,-0.308033,-0.444661,-0.497087,100,0,1000
4.13,92.4065,49.4602,1047.62,0.700129,-0.336228,-0.409574,-0.478559,100,0,1000
4.135,92.3846,49.5829,1047.68,0.720322,-0.362691,-0.37257,-0.459111,100,0,1000
4.14,92.363,49.7056,1047.73,0.73804,-0.390502,-0.334569,-0.436884,100,0,1000
4.145,92.3416,49.8283,1047.79,0.753982,-0.416753,-0.294837,-0.413399,100,0,1000
4.15,92.3205,49.951,1047.85,0.767509,-0.440996,-0.254851,-0.389234,100,0,1000
4.155,92.2996,50.0737,1047.9,0.779217,-0.462771,-0.214035,-0.364489,100,0,1000
4.16,92.2789,50.1964,1047.96,0.788117,-0.481769,-0.175496,-0.340546,100,0,1000
4.165,92.2585,50.3191,1048.01,0.794728,-0.49925,-0.137825,-0.316482,100,0,1000
4.17,92.2383,50.4419,1048.07,0.79975,-0.515037,-0.0997954,-0.291853,100,0,1000
4.175,92.2184,50.5646,1048.12,0.803864,-0.528565,-0.0600985,-0.266102,100,0,1000
4.18,92.1986,50.6874,1048.18,0.805615,-0.541657,-0.0197498,-0.239172,100,0,1000
4.185,92.1791,50.8101,1048.23,0.805844,-0.552282,0.019401,-0.212657,100,0,1000
4.19,92.1598,50.9329,1048.29,0.804173,-0.56166,0.0588116,-0.185432,100,0,1000
4.195,92.1408,51.0556,1048.34,0.800243,-0.570165,0.0970309,-0.158454,100,0,1000
4.2,92.1219,51.1784,1048.4,0.794741,-0.577027,0.135049,-0.131109,100,0,1000
4.205,92.1033,51.3011,1048.45,0.785986,-0.584474,0.173001,-0.103375,100,0,1000
4.21,92.0849,51.4239,1048.5,0.775848,-0.589636,0.211819,-0.0743124,100,0,1000
4.215,92.0667,51.5466,1048.55,0.763157,-0.593758,0.251153,-0.0443285,100,0,1000
4.22,92.0487,51.6694,1048.61,0.7501,-0.595079,0.288095,-0.0152628,100,0,1000
4.225,92.031,51.7922,1048.66,0.734462,-0.595023,0.326012,0.0151579,100,0,1000
4.23,92.0135,51.9149,1048.71,0.717232,-0.592653,0.36359,0.0462983,100,0,1000
4.235,91.9963,52.0377,1048.76,0.698255,-0.588394,0.400274,0.0775442,100,0,1000
4.24,91.9793,52.1605,1048.82,0.67718,-0.583065,0.435643,0.108062,100,0,1000
4.245,91.9625,52.2832,1048.87,0.653759,-0.576749,0.470021,0.137988,100,0,1000
4.25,91.946,52.406,1048.92,0.628193,-0.569102,0.503412,0.167548,100,0,1000
4.255,91.9297,52.5287,1048.97,0.601936,-0.560402,0.534248,0.195452,100,0,1000
4.26,91.9136,52.6515,1049.02,0.574606,-0.551007,0.563069,0.221748,100,0,1000
4.265,91.8978,52.7742,1049.07,0.54685,-0.538795,0.590386,0.249199,100,0,1000
4.27,91.8821,52.897,1049.12,0.51948,-0.525964,0.614856,0.274689,100,0,1000
4.275,91.8667,53.0197,1049.17,0.490484,-0.511244,0.638469,0.300686,100,0,1000
4.28,91.8515,53.1425,1049.22,0.462987,-0.49619,0.658823,0.324641,100,0,1000
4.285,91.8365,53.2652,1049.27,0.432873,-0.479232,0.678962,0.34924,100,0,1000
4.29,91.8218,53.3879,1049.32,0.399587,-0.460885,0.698967,0.37331,100,0,1000
4.295,91.8072,53.5106,1049.37,0.364641,-0.441215,0.717666,0.396637,100,0,1000
4.3,91.7929,53.6333,1049.42,0.330228,-0.420218,0.733582,0.419789,100,0,1000
4.305,91.7788,53.756,1049.47,0.296436,-0.398591,0.746971,0.441911,100,0,1000
4.31,91.7649,53.8787,1049.51,0.26213,-0.375908,0.758461,0.463377,100,0,1000
