t,x,y,z,qw,qx,qy,qz,tx,ty,tz,Vc,range,nCx,nCy,nCz,ox,oy,oz
0.686,3014.87,134.726,10031.3,0.999621,-0.000412504,0.0142413,0.02356,23971,511.939,10000,5896.7,20959.5,-94.9296,99.3312,-82.4998,0.998484,0.0470903,-0.0284912
0.687,3019.27,134.916,10031.2,0.999618,-0.000411935,0.0142494,0.0236812,23969.5,511.974,10000,5896.68,20953.6,-96.1314,117.562,-78.8999,0.998472,0.0473326,-0.0285074
0.688,3023.66,135.107,10031.1,0.999615,-0.000412009,0.0142697,0.0237799,23968,512.009,10000,5896.67,20947.8,-96.5911,103.257,-79.1129,0.998462,0.0475298,-0.0285481
0.689,3028.06,135.297,10031,0.999613,-0.000412429,0.0142961,0.0238657,23966.5,512.044,10000,5896.66,20941.9,-97.5677,97.0748,-79.9484,0.998452,0.0477011,-0.0286009
0.69,3032.45,135.488,10030.9,0.999611,-0.000413208,0.01433,0.0239395,23965,512.079,10000,5896.64,20936,-97.4288,91.4604,-81.3382,0.998443,0.0478485,-0.0286686
0.691,3036.85,135.679,10030.8,0.999609,-0.000414075,0.0143627,0.0240055,23963.5,512.114,10000,5896.63,20930.1,-97.3911,86.5229,-78.8702,0.998435,0.0479802,-0.0287341
0.692,3041.24,135.87,10030.7,0.999607,-0.000414902,0.0143925,0.0240691,23962,512.149,10000,5896.61,20924.2,-97.3538,84.8608,-76.9277,0.998427,0.0481074,-0.0287936
0.693,3045.64,136.062,10030.5,0.999605,-0.000415489,0.0144157,0.0241386,23960.5,512.184,10000,5896.6,20918.3,-97.1637,87.3681,-75.0182,0.998419,0.0482461,-0.0288401
0.694,3050.03,136.254,10030.4,0.999603,-0.000416394,0.0144428,0.0241928,23959,512.219,10000,5896.58,20912.4,-96.8601,79.2599,-73.5873,0.998412,0.0483543,-0.0288943
0.695,3054.43,136.446,10030.3,0.999601,-0.000419344,0.0145272,0.0242011,23957.5,512.254,10000,5896.57,20906.5,-96.3141,68.2451,-98.3071,0.998407,0.0483707,-0.029063
0.696,3058.82,136.638,10030.2,0.9996,-0.00042223,0.0146113,0.0242103,23956,512.29,10000,5896.56,20900.6,-96.422,69.1877,-99.424,0.998401,0.0483889,-0.0292313
0.697,3063.21,136.831,10030.1,0.999599,-0.000425955,0.0147218,0.024203,23954.5,512.325,10000,5896.54,20894.7,-96.6257,69.114,-118.698,0.998395,0.0483741,-0.0294525
0.698,3067.61,137.024,10030,0.999597,-0.00042978,0.0148338,0.0241873,23953,512.36,10000,5896.53,20888.8,-96.6694,65.1242,-118.642,0.99839,0.0483423,-0.0296765
0.699,3072,137.217,10029.9,0.999596,-0.000433798,0.0149519,0.024164,23951.5,512.396,10000,5896.51,20882.9,-96.9967,63.613,-124.213,0.998385,0.0482954,-0.0299126
0.7,3076.4,137.41,10029.8,0.999595,-0.000437664,0.0150681,0.0241436,23950,512.431,10000,5896.49,20877,-97.4781,65.4223,-125.659,0.99838,0.0482544,-0.0301452
0.701,3080.79,137.604,10029.7,0.999594,-0.000441854,0.015193,0.0241111,23948.5,512.467,10000,5896.48,20871.1,-97.8584,62.3721,-133.39,0.998376,0.0481892,-0.0303951
0.702,3085.19,137.797,10029.6,0.999593,-0.00044645,0.0153307,0.0240674,23947,512.502,10000,5896.46,20865.2,-98.3659,61.8803,-149.003,0.998371,0.0481015,-0.0306704
0.703,3089.58,137.991,10029.5,0.999592,-0.00045104,0.0154687,0.0240194,23945.5,512.538,10000,5896.45,20859.3,-98.7087,60.0834,-150.774,0.998368,0.0480052,-0.0309465
0.704,3093.98,138.185,10029.4,0.999591,-0.000455607,0.0156081,0.0239696,23944,512.574,10000,5896.43,20853.4,-98.8248,60.1906,-155.028,0.998364,0.0479053,-0.0312253
0.705,3098.37,138.38,10029.3,0.99959,-0.000460496,0.0157531,0.0239025,23942.5,512.61,10000,5896.41,20847.5,-98.4071,52.494,-159.008,0.998361,0.0477709,-0.0315153
0.706,3102.76,138.574,10029.2,0.999589,-0.000464831,0.0158879,0.0238493,23941,512.645,10000,5896.4,20841.6,-97.3633,55.9018,-149.349,0.998358,0.0476642,-0.0317848
0.707,3107.16,138.769,10029,0.999588,-0.000469347,0.0160268,0.0237859,23939.5,512.681,10000,5896.38,20835.7,-96.0471,51.3671,-152.195,0.998355,0.0475371,-0.0320627
0.708,3111.55,138.964,10028.9,0.999588,-0.000473948,0.0161693,0.0237173,23938,512.717,10000,5896.36,20829.8,-94.7641,49.6332,-156.968,0.998352,0.0473996,-0.0323478
0.709,3115.95,139.159,10028.8,0.999587,-0.000478793,0.016316,0.0236343,23936.5,512.753,10000,5896.35,20823.9,-93.4976,43.0213,-159.653,0.99835,0.0472334,-0.0326412
0.71,3120.34,139.354,10028.7,0.999587,-0.000483718,0.0164647,0.0235435,23935,512.789,10000,5896.33,20818,-92.6049,39.4304,-162.331,0.998349,0.0470517,-0.0329386
0.711,3124.74,139.549,10028.6,0.999587,-0.000489143,0.0166187,0.0234241,23933.5,512.825,10000,5896.31,20812.1,-92.2673,26.5525,-166.792,0.99835,0.0468126,-0.0332466
0.712,3129.13,139.745,10028.5,0.999587,-0.000494043,0.0167636,0.0233168,23932,512.861,10000,5896.3,20806.2,-92.3445,29.6683,-156.583,0.998351,0.0465977,-0.0335365
0.713,3133.52,139.941,10028.4,0.999588,-0.000498867,0.0169023,0.0231994,23930.5,512.897,10000,5896.28,20800.3,-92.683,23.4618,-147.646,0.998352,0.0463627,-0.0338139
0.714,3137.92,140.136,10028.3,0.999588,-0.000503094,0.0170342,0.0231018,23929,512.934,10000,5896.27,20794.4,-92.7747,30.4391,-144.058,0.998352,0.0461673,-0.0340775
0.715,3142.31,140.332,10028.1,0.999588,-0.000506881,0.0171613,0.0230184,23927.5,512.97,10000,5896.25,20788.5,-92.7115,35.5798,-142.837,0.998351,0.0460004,-0.0343317
0.716,3146.71,140.528,10028,0.999588,-0.000510806,0.0172891,0.0229235,23926,513.006,10000,5896.23,20782.6,-92.6624,30.3852,-143.269,0.998351,0.0458103,-0.0345874
0.717,3151.1,140.724,10027.9,0.999587,-0.000514559,0.0174171,0.0228337,23924.5,513.042,10000,5896.22,20776.8,-92.4702,32.596,-146.609,0.998351,0.0456307,-0.0348433
0.718,3155.5,140.92,10027.8,0.999587,-0.000518449,0.0175491,0.022737,23923,513.079,10000,5896.2,20770.9,-91.9371,30.1783,-152.99,0.99835,0.0454371,-0.0351073
0.719,3159.89,141.116,10027.7,0.999587,-0.000522363,0.0176814,0.0226345,23921.5,513.115,10000,5896.19,20765,-91.6723,27.3282,-154.349,0.99835,0.0452318,-0.035372
0.72,3164.28,141.312,10027.6,0.999587,-0.000526187,0.0178117,0.0225297,23920,513.152,10000,5896.17,20759.1,-91.1325,25.4576,-152.246,0.99835,0.0450221,-0.0356325
0.721,3168.68,141.508,10027.5,0.999587,-0.00052922,0.0179355,0.0224563,23918.5,513.188,10000,5896.15,20753.2,-91.0761,38.2534,-152.157,0.998348,0.044875,-0.03588
0.722,3173.07,141.705,10027.3,0.999585,-0.000532555,0.0180904,0.0224013,23917,513.225,10000,5896.13,20747.3,-102.042,92.8222,-328.035,0.998342,0.0447648,-0.0361897
0.723,3177.47,141.901,10027.2,0.999583,-0.000535316,0.0182363,0.0223633,23915.5,513.262,10000,5896.11,20741.4,-110.59,108.598,-330.847,0.998335,0.0446885,-0.0364814
0.724,3181.86,142.098,10027.1,0.999582,-0.000538004,0.0183791,0.0223226,23914,513.298,10000,5896.09,20735.5,-118.655,107.205,-334.717,0.998328,0.0446068,-0.0367669
0.725,3186.25,142.294,10027,0.99958,-0.000540458,0.0185174,0.0222863,23912.5,513.335,10000,5896.06,20729.6,-126.292,114.165,-344.04,0.998321,0.0445338,-0.0370434
0.726,3190.65,142.491,10026.9,0.999578,-0.000542706,0.0186515,0.0222534,23911,513.372,10000,5896.04,20723.7,-133.267,119.606,-350.645,0.998314,0.0444678,-0.0373115
0.727,3195.04,142.688,10026.7,0.999577,-0.000545166,0.0187866,0.022208,23909.5,513.409,10000,5896.01,20717.8,-139.846,109.961,-360.536,0.998308,0.0443767,-0.0375816
0.728,3199.44,142.885,10026.6,0.999575,-0.000547459,0.0189181,0.0221645,23908,513.446,10000,5895.99,20711.9,-146.305,113.144,-365.573,0.998302,0.0442895,-0.0378444
0.729,3203.83,143.082,10026.5,0.999574,-0.000549636,0.0190465,0.022121,23906.5,513.483,10000,5895.96,20706,-152.308,113.872,-369.117,0.998296,0.0442022,-0.038101
0.73,3208.22,143.279,10026.4,0.999572,-0.000551855,0.0191743,0.0220723,23905,513.52,10000,5895.94,20700.1,-157.717,111.286,-380.448,0.99829,0.0441046,-0.0383566
0.731,3212.62,143.477,10026.3,0.999571,-0.000554045,0.0193005,0.0220207,23903.5,513.557,10000,5895.91,20694.2,-162.76,109.264,-386.058,0.998285,0.0440011,-0.0386089
0.732,3217.01,143.674,10026.1,0.99957,-0.000556051,0.0194236,0.0219726,23902,513.594,10000,5895.89,20688.3,-168.027,114.569,-393.551,0.99828,0.0439046,-0.0388549
0.733,3221.41,143.871,10026,0.999568,-0.0005579,0.0195437,0.0219268,23900.5,513.631,10000,5895.86,20682.4,-173.264,118.291,-399.128,0.998275,0.0438129,-0.039095
0.734,3225.8,144.069,10025.9,0.999567,-0.000559694,0.0196617,0.0218795,23899,513.668,10000,5895.83,20676.5,-177.901,116.946,-402.339,0.998269,0.043718,-0.0393308
0.735,3230.19,144.267,10025.7,0.999566,-0.000561276,0.0197755,0.0218361,23897.5,513.706,10000,5895.81,20670.6,-183.906,121.658,-404.008,0.998264,0.0436311,-0.0395584
0.736,3234.59,144.464,10025.6,0.999564,-0.000562702,0.0198862,0.0217953,23896,513.743,10000,5895.78,20664.7,-189.621,125.545,-408.67,0.998259,0.0435493,-0.0397796
0.737,3238.98,144.662,10025.5,0.999563,-0.000564031,0.0199938,0.0217543,23894.5,513.78,10000,5895.75,20658.8,-194.847,124.832,-407.928,0.998254,0.043467,-0.0399947
0.738,3243.37,144.86,10025.4,0.999562,-0.000565191,0.020098,0.0217164,23893,513.818,10000,5895.72,20652.9,-199.751,129.084,-410.613,0.998249,0.0433911,-0.040203
0.739,3247.77,145.058,10025.2,0.999561,-0.000566224,0.0202001,0.0216811,23891.5,513.855,10000,5895.69,20647,-204.237,133.835,-417.969,0.998244,0.0433202,-0.040407
0.74,3252.16,145.256,10025.1,0.999559,-0.000567169,0.0202994,0.0216458,23890,513.893,10000,5895.67,20641.1,-209.34,134.253,-419.498,0.998239,0.0432495,-0.0406055
0.741,3256.55,145.454,10025,0.999558,-0.000568015,0.0203961,0.0216114,23888.5,513.93,10000,5895.64,20635.3,-214.252,135.694,-421.617,0.998234,0.0431804,-0.0407987
0.742,3260.95,145.652,10024.8,0.999557,-0.000568699,0.020489,0.0215796,23887,513.968,10000,5895.61,20629.4,-218.826,138.181,-419.165,0.998229,0.0431168,-0.0409843
0.743,3265.34,145.851,10024.7,0.999556,-0.000569274,0.0205792,0.0215494,23885.5,514.005,10000,5895.58,20623.5,-223.125,140.632,-421.204,0.998224,0.0430563,-0.0411647
0.744,3269.74,146.049,10024.6,0.999555,-0.000569688,0.0206653,0.0215218,23884,514.043,10000,5895.55,20617.6,-227.241,142.015,-415.407,0.99822,0.0430008,-0.0413366
0.745,3274.13,146.247,10024.4,0.999553,-0.000570061,0.0207492,0.0214931,23882.5,514.081,10000,5895.52,20611.7,-231.025,140.794,-415.513,0.998215,0.0429434,-0.0415044
0.746,3278.52,146.446,10024.3,0.999552,-0.000570413,0.0208379,0.0214697,23881,514.119,10000,5895.49,20605.8,-235.905,162.804,-468.34,0.99821,0.0428964,-0.0416817
0.747,3282.92,146.644,10024.2,0.999551,-0.000570349,0.0209203,0.0214591,23879.5,514.157,10000,5895.46,20599.9,-239.938,180.705,-467.481,0.998204,0.0428751,-0.0418463
0.748,3287.31,146.843,10024,0.999549,-0.000570276,0.0210022,0.0214482,23878,514.195,10000,5895.43,20594,-243.571,183.817,-477.778,0.998198,0.0428531,-0.04201
0.749,3291.7,147.042,10023.9,0.999548,-0.000570181,0.0210832,0.0214373,23876.5,514.233,10000,5895.39,20588.1,-246.749,186.438,-485.454,0.998192,0.0428312,-0.0421719
0.75,3296.1,147.241,10023.7,0.999546,-0.000569605,0.0211579,0.0214425,23875,514.271,10000,5895.36,20582.2,-249.717,213.519,-492.057,0.998185,0.0428415,-0.042321
0.751,3300.49,147.44,10023.6,0.999544,-0.0005692,0.0212345,0.0214421,23873.5,514.309,10000,5895.33,20576.3,-251.82,209.466,-504.414,0.998179,0.0428405,-0.0424742
0.752,3304.88,147.639,10023.5,0.999543,-0.000568658,0.0213085,0.0214456,23872,514.347,10000,5895.29,20570.4,-254.186,216.86,-506.928,0.998172,0.0428473,-0.0426219
0.753,3309.28,147.838,10023.3,0.999541,-0.000568041,0.0213812,0.0214516,23870.5,514.385,10000,5895.26,20564.5,-256.377,224.911,-516.491,0.998165,0.0428593,-0.0427671
0.754,3313.67,148.038,10023.2,0.999539,-0.000567301,0.0214509,0.021461,23869,514.423,10000,5895.22,20558.6,-258.43,230.239,-515.157,0.998159,0.0428778,-0.0429065
0.755,3318.06,148.238,10023,0.999538,-0.000566532,0.0215195,0.021471,23867.5,514.462,10000,5895.18,20552.7,-260.015,233.235,-518.787,0.998152,0.0428977,-0.0430435
0.756,3322.45,148.437,10022.9,0.999536,-0.00056569,0.0215867,0.0214836,23866,514.5,10000,5895.15,20546.8,-261.711,241.432,-527.387,0.998145,0.0429229,-0.0431778
0.757,3326.85,148.637,10022.7,0.999534,-0.000564889,0.0216536,0.0214947,23864.5,514.538,10000,5895.11,20540.9,-262.698,240.03,-529.679,0.998138,0.0429448,-0.0433114
0.758,3331.24,148.837,10022.6,0.999533,-0.000564114,0.0217196,0.0215043,23863,514.577,10000,5895.08,20535,-263.962,237.698,-528.706,0.998132,0.042964,-0.0434432
0.759,3335.63,149.038,10022.4,0.999531,-0.000562611,0.021774,0.0215364,23861.5,514.615,10000,5895.04,20529.1,-264.368,272.31,-515.983,0.998124,0.0430282,-0.0435518
0.76,3340.03,149.238,10022.3,0.999529,-0.000560955,0.0218253,0.0215739,23860,514.654,10000,5895,20523.2,-264,283.155,-516.735,0.998116,0.043103,-0.0436542
0.761,3344.42,149.439,10022.1,0.999527,-0.000559234,0.0218749,0.0216143,23858.5,514.692,10000,5894.96,20517.3,-262.964,291.049,-520.237,0.998109,0.0431837,-0.0437533
0.762,3348.81,149.64,10022,0.999525,-0.000557611,0.0219257,0.0216529,23857,514.731,10000,5894.92,20511.4,-262.07,292.706,-529.071,0.998101,0.0432608,-0.0438546
0.763,3353.2,149.841,10021.8,0.999523,-0.000556027,0.021976,0.0216909,23855.5,514.77,10000,5894.89,20505.6,-261.003,292.034,-528.726,0.998093,0.0433366,-0.0439552
0.764,3357.6,150.042,10021.7,0.999521,-0.000554381,0.0220243,0.0217311,23854,514.808,10000,5894.85,20499.7,-259.796,295.485,-525.217,0.998085,0.0434169,-0.0440515
0.765,3361.99,150.243,10021.5,0.999519,-0.000552886,0.0220749,0.0217683,23852.5,514.847,10000,5894.81,20493.8,-257.765,296.813,-538.564,0.998078,0.0434913,-0.0441526
0.766,3366.38,150.445,10021.4,0.999517,-0.000551417,0.0221256,0.0218059,23851,514.886,10000,5894.77,20487.9,-255.57,301.218,-545.226,0.99807,0.0435663,-0.0442538
0.767,3370.78,150.647,10021.2,0.999515,-0.000550051,0.0221771,0.0218411,23849.5,514.925,10000,5894.73,20482,-253.599,298.528,-548.024,0.998062,0.0436366,-0.0443568
0.768,3375.17,150.849,10021,0.999513,-0.000548547,0.0222256,0.0218807,23848,514.964,10000,5894.69,20476.1,-252.463,306.083,-544.139,0.998055,0.0437157,-0.0444535
0.769,3379.56,151.052,10020.9,0.999511,-0.00054708,0.0222729,0.021919,23846.5,515.003,10000,5894.65,20470.2,-251.082,299.168,-533.314,0.998047,0.0437922,-0.044548
0.77,3383.95,151.254,10020.7,0.99951,-0.000545607,0.0223184,0.0219572,23845,515.042,10000,5894.61,20464.3,-249.965,294.591,-522.441,0.99804,0.0438685,-0.044639
0.771,3388.35,151.457,10020.6,0.999508,-0.000544258,0.0223649,0.0219922,23843.5,515.081,10000,5894.57,20458.4,-249.524,289.985,-523.746,0.998032,0.0439383,-0.0447317
0.772,3392.74,151.66,10020.4,0.999506,-0.00054285,0.0224095,0.0220292,23842,515.12,10000,5894.53,20452.5,-249.103,293.844,-521.989,0.998025,0.0440123,-0.0448207
0.773,3397.13,151.863,10020.3,0.999504,-0.000541758,0.0224579,0.0220572,23840.5,515.159,10000,5894.49,20446.6,-247.8,279.07,-524.547,0.998018,0.0440682,-0.0449173
0.774,3401.52,152.067,10020.1,0.999503,-0.000540642,0.0225051,0.0220862,23839,515.199,10000,5894.45,20440.7,-246.513,280.642,-523.001,0.998011,0.0441262,-0.0450117
0.775,3405.91,152.271,10019.9,0.999501,-0.000539411,0.0225501,0.0221192,23837.5,515.238,10000,5894.42,20434.8,-246.326,290.443,-526.721,0.998004,0.044192,-0.0451016
0.776,3410.31,152.475,10019.8,0.999499,-0.000538113,0.0225935,0.0221547,23836,515.277,10000,5894.38,20428.9,-246.307,297.993,-530.649,0.997997,0.044263,-0.0451883
0.777,3414.7,152.679,10019.6,0.999497,-0.000536728,0.0226346,0.0221931,23834.5,515.317,10000,5894.34,20423,-246.066,303.408,-528.825,0.99799,0.0443395,-0.0452703
0.778,3419.09,152.883,10019.4,0.999496,-0.000535253,0.0226712,0.0222323,23833,515.356,10000,5894.3,20417.1,-244.559,289.558,-495.845,0.997983,0.0444178,-0.0453433
0.779,3423.48,153.088,10019.3,0.999494,-0.000533761,0.0227066,0.0222725,23831.5,515.396,10000,5894.26,20411.2,-243.644,291.935,-495.063,0.997977,0.0444983,-0.045414
0.78,3427.88,153.293,10019.1,0.999492,-0.000532154,0.022739,0.0223163,23830,515.435,10000,5894.22,20405.3,-242.95,296.009,-488.598,0.99797,0.0445856,-0.0454786
0.781,3432.27,153.498,10018.9,0.999491,-0.000530701,0.0227718,0.0223553,23828.5,515.475,10000,5894.18,20399.5,-242.317,283.541,-478.864,0.997963,0.0446637,-0.0455442
0.782,3436.66,153.703,10018.8,0.999489,-0.000529477,0.0228072,0.0223882,23827,515.514,10000,5894.14,20393.6,-241.654,273.644,-479.494,0.997957,0.0447293,-0.0456148
0.783,3441.05,153.908,10018.6,0.999487,-0.000527269,0.0228251,0.0224481,23825.5,515.554,10000,5894.11,20387.7,-242.415,313.591,-458.705,0.99795,0.0448491,-0.0456504
0.784,3445.44,154.114,10018.4,0.999486,-0.000525135,0.0228427,0.0225067,23824,515.594,10000,5894.07,20381.8,-242.412,311.585,-456.791,0.997943,0.0449663,-0.0456855
0.785,3449.84,154.32,10018.2,0.999484,-0.000523145,0.0228614,0.0225622,23822.5,515.634,10000,5894.03,20375.9,-242.174,306.933,-456.566,0.997937,0.0450772,-0.0457228
0.786,3454.23,154.526,10018.1,0.999482,-0.000521071,0.0228771,0.0226204,23821,515.673,10000,5893.99,20370,-241.833,309.821,-450.092,0.99793,0.0451935,-0.0457541
0.787,3458.62,154.733,10017.9,0.999481,-0.000518922,0.02289,0.0226812,23819.5,515.713,10000,5893.96,20364.1,-241.615,313.442,-445.079,0.997923,0.045315,-0.0457798
0.788,3463.01,154.94,10017.7,0.999479,-0.000516782,0.0229017,0.0227425,23818,515.753,10000,5893.92,20358.2,-241.22,314.639,-442.71,0.997917,0.0454377,-0.0458031
0.789,3467.4,155.147,10017.6,0.999477,-0.00051463,0.0229116,0.0228046,23816.5,515.793,10000,5893.88,20352.3,-240.422,313.516,-435.753,0.99791,0.0455619,-0.0458226
0.79,3471.79,155.354,10017.4,0.999476,-0.000512783,0.0229258,0.02286,23815,515.833,10000,5893.84,20346.4,-239.981,306.33,-442.965,0.997904,0.0456725,-0.0458509
0.791,3476.19,155.562,10017.2,0.999474,-0.000510967,0.022939,0.0229149,23813.5,515.874,10000,5893.81,20340.5,-239.469,303.866,-437.846,0.997897,0.0457822,-0.0458773
0.792,3480.58,155.77,10017,0.999473,-0.000509104,0.0229506,0.0229721,23812,515.914,10000,5893.77,20334.6,-238.975,309.971,-438.726,0.997891,0.0458966,-0.0459004
0.793,3484.97,155.978,10016.9,0.999471,-0.000507344,0.0229619,0.0230264,23810.5,515.954,10000,5893.73,20328.7,-238.106,300.131,-428.56,0.997885,0.0460052,-0.0459229
0.794,3489.36,156.186,10016.7,0.99947,-0.000505444,0.0229686,0.0230841,23809,515.994,10000,5893.7,20322.8,-237.257,298.693,-413.39,0.997879,0.0461204,-0.0459362
0.795,3493.75,156.395,10016.5,0.999468,-0.000504159,0.0229853,0.0231269,23807.5,516.034,10000,5893.66,20316.9,-236.023,280.371,-426.019,0.997874,0.046206,-0.0459694
0.796,3498.14,156.603,10016.3,0.999467,-0.000502797,0.0229992,0.0231716,23806,516.075,10000,5893.63,20311,-234.811,279.425,-416.584,0.997868,0.0462954,-0.0459972
0.797,3502.53,156.813,10016.1,0.999465,-0.00050143,0.0230123,0.0232171,23804.5,516.115,10000,5893.59,20305.2,-234.128,281.145,-415.612,0.997863,0.0463864,-0.0460232
0.798,3506.93,157.022,10016,0.999464,-0.000500059,0.0230245,0.0232635,23803,516.156,10000,5893.56,20299.3,-233.417,283.502,-415.565,0.997857,0.046479,-0.0460476
0.799,3511.32,157.232,10015.8,0.999463,-0.000498882,0.0230392,0.0233053,23801.5,516.196,10000,5893.52,20293.4,-232.441,277.128,-416.705,0.997852,0.0465626,-0.0460769
0.8,3515.71,157.441,10015.6,0.999462,-0.000496804,0.0230311,0.0233645,23800,516.237,10000,5893.49,20287.5,-232.125,271.121,-351.372,0.997847,0.0466809,-0.0460606
0.801,3520.1,157.651,10015.4,0.99946,-0.000494598,0.0230181,0.0234264,23798.5,516.277,10000,5893.46,20281.6,-232.917,270.742,-340.098,0.997843,0.0468047,-0.0460345
0.802,3524.49,157.862,10015.2,0.999459,-0.000492387,0.0230028,0.0234884,23797,516.318,10000,5893.42,20275.7,-233.93,269.26,-334.181,0.997838,0.0469287,-0.0460039
0.803,3528.88,158.072,10015.1,0.999458,-0.000490013,0.0229832,0.0235553,23795.5,516.359,10000,5893.39,20269.8,-235.625,278.325,-332.204,0.997834,0.0470625,-0.0459647
0.804,3533.27,158.283,10014.9,0.999457,-0.000487677,0.0229615,0.0236208,23794,516.4,10000,5893.36,20263.9,-236.573,272.76,-323.629,0.99783,0.0471935,-0.0459212
0.805,3537.66,158.494,10014.7,0.999456,-0.000485955,0.02295,0.0236725,23792.5,516.44,10000,5893.33,20258,-237.327,258.089,-334.286,0.997826,0.0472969,-0.0458981
0.806,3542.06,158.706,10014.5,0.999455,-0.000483634,0.0229228,0.0237358,23791,516.481,10000,5893.3,20252.1,-239.004,262.471,-305.807,0.997822,0.0474236,-0.0458436
0.807,3546.45,158.917,10014.3,0.999455,-0.000481768,0.0229012,0.0237875,23789.5,516.522,10000,5893.27,20246.2,-240.451,246.252,-305.764,0.997819,0.0475271,-0.0458003
0.808,3550.84,159.129,10014.1,0.999454,-0.000479804,0.0228739,0.0238395,23788,516.563,10000,5893.24,20240.3,-241.69,240.705,-291.608,0.997817,0.0476311,-0.0457457
0.809,3555.23,159.341,10013.9,0.999453,-0.000477763,0.0228501,0.0239005,23786.5,516.604,10000,5893.21,20234.4,-242.651,270.814,-318.267,0.997813,0.0477531,-0.0456981
0.81,3559.62,159.553,10013.8,0.999452,-0.00047633,0.0228327,0.0239437,23785,516.645,10000,5893.18,20228.5,-241.66,237.934,-306.992,0.997811,0.0478395,-0.0456631
0.811,3564.01,159.766,10013.6,0.999452,-0.000474881,0.0228139,0.0239878,23783.5,516.686,10000,5893.15,20222.6,-241.348,238.489,-304.126,0.997808,0.0479276,-0.0456255
0.812,3568.4,159.979,10013.4,0.999451,-0.000473561,0.0227929,0.0240254,23782,516.728,10000,5893.13,20216.8,-242.717,224.057,-290.891,0.997807,0.0480029,-0.0455835
0.813,3572.79,160.192,10013.2,0.999451,-0.000472153,0.0227668,0.0240629,23780.5,516.769,10000,5893.1,20210.9,-244.59,219.777,-279.639,0.997805,0.0480779,-0.0455314
0.814,3577.18,160.405,10013,0.999451,-0.000470737,0.0227376,0.0240989,23779,516.81,10000,5893.07,20205,-248.175,217.054,-274.075,0.997804,0.04815,-0.0454729
0.815,3581.57,160.618,10012.8,0.999451,-0.000469247,0.0227033,0.0241342,23777.5,516.851,10000,5893.05,20199.1,-251.678,213.781,-264.956,0.997804,0.0482206,-0.0454042
0.816,3585.97,160.832,10012.6,0.999451,-0.000467766,0.0226672,0.0241688,23776,516.893,10000,5893.02,20193.2,-254.444,213.632,-263.001,0.997804,0.0482898,-0.0453322
0.817,3590.36,161.046,10012.4,0.999451,-0.000466296,0.0226288,0.0242018,23774.5,516.934,10000,5893,20187.3,-257.113,211.068,-258.381,0.997804,0.0483558,-0.0452552
0.818,3594.75,161.26,10012.3,0.999451,-0.000465232,0.0225893,0.0242173,23773,516.976,10000,5892.97,20181.4,-259.239,184.541,-243.931,0.997806,0.048387,-0.0451764
0.819,3599.14,161.474,10012.1,0.999452,-0.000463955,0.0225431,0.0242359,23771.5,517.017,10000,5892.95,20175.5,-261.744,186.13,-235.405,0.997809,0.0484244,-0.0450841
0.82,3603.53,161.688,10011.9,0.999453,-0.000462917,0.0225015,0.0242501,23770,517.059,10000,5892.92,20169.6,-264.684,184.805,-242.32,0.997811,0.0484529,-0.0450009
0.821,3607.92,161.903,10011.7,0.999453,-0.000462007,0.0224591,0.0242587,23768.5,517.1,10000,5892.9,20163.7,-266.979,177.636,-238.302,0.997814,0.0484701,-0.044916
0.822,3612.31,162.118,10011.5,0.999454,-0.000461313,0.0224191,0.0242611,23767,517.142,10000,5892.88,20157.8,-269.255,172.093,-240.052,0.997818,0.048475,-0.0448361
0.823,3616.7,162.333,10011.3,0.999455,-0.000460841,0.0223816,0.0242569,23765.5,517.184,10000,5892.86,20151.9,-271.421,165.831,-241.595,0.997821,0.0484666,-0.0447612
0.824,3621.09,162.548,10011.1,0.999456,-0.000460389,0.0223427,0.0242505,23764,517.226,10000,5892.84,20146,-273.57,163.224,-238.975,0.997825,0.0484541,-0.0446835
0.825,3625.48,162.763,10010.9,0.999457,-0.000460064,0.0223054,0.0242405,23762.5,517.267,10000,5892.81,20140.1,-275.207,159.89,-240.085,0.99783,0.0484342,-0.0446088
0.826,3629.87,162.978,10010.7,0.999459,-0.000460966,0.0222894,0.0241989,23761,517.309,10000,5892.79,20134.2,-276.994,132.741,-262.876,0.997835,0.048351,-0.0445769
0.827,3634.26,163.194,10010.5,0.99946,-0.000461825,0.0222697,0.0241541,23759.5,517.351,10000,5892.77,20128.4,-278.744,127.488,-255.803,0.997841,0.0482616,-0.0445377
0.828,3638.65,163.409,10010.3,0.999462,-0.000462159,0.0222358,0.0241164,23758,517.393,10000,5892.75,20122.5,-280.087,129.052,-235.188,0.997848,0.0481862,-0.04447
0.829,3643.04,163.625,10010.1,0.999464,-0.00046265,0.0222026,0.0240716,23756.5,517.435,10000,5892.73,20116.6,-281.119,121.377,-233.543,0.997855,0.0480968,-0.0444036
0.83,3647.43,163.841,10009.9,0.999465,-0.000462637,0.0221603,0.0240388,23755,517.477,10000,5892.71,20110.7,-281.695,130.501,-223.645,0.997862,0.0480315,-0.0443191
0.831,3651.82,164.057,10009.8,0.999467,-0.000462976,0.0221283,0.0240011,23753.5,517.52,10000,5892.7,20104.8,-282.406,128.619,-237.277,0.997869,0.0479561,-0.0442553
0.832,3656.21,164.273,10009.6,0.999469,-0.000463902,0.022101,0.0239412,23752,517.562,10000,5892.68,20098.9,-282.393,105.914,-236.076,0.997877,0.0478364,-0.0442007
