t,x,y,z,qw,qx,qy,qz,tx,ty,tz,Vc,range,nCx,nCy,nCz,ox,oy,oz
0.833,3660.61,164.489,10009.4,0.999471,-0.000464987,0.0220758,0.023875,23750.5,517.604,10000,5892.66,20093,-282.79,99.4667,-237.077,0.997885,0.0477043,-0.0441504
0.834,3665,164.705,10009.2,0.999473,-0.000466074,0.0220504,0.0238071,23749,517.646,10000,5892.64,20087.1,-282.602,96.5451,-235.365,0.997894,0.0475685,-0.0440999
0.835,3669.39,164.922,10009,0.999476,-0.00046744,0.0220297,0.0237299,23747.5,517.689,10000,5892.63,20081.2,-282.052,87.6106,-238.835,0.997903,0.0474143,-0.0440585
0.836,3673.78,165.138,10008.8,0.999478,-0.00046852,0.022001,0.0236552,23746,517.731,10000,5892.61,20075.3,-281.351,86.5382,-226.065,0.997913,0.047265,-0.0440011
0.837,3678.17,165.354,10008.6,0.999481,-0.000469776,0.021973,0.0235716,23744.5,517.773,10000,5892.6,20069.4,-280.99,77.3647,-224.216,0.997923,0.0470981,-0.0439453
0.838,3682.56,165.571,10008.4,0.999483,-0.000471327,0.0219479,0.0234758,23743,517.816,10000,5892.58,20063.5,-281.14,65.7474,-225.361,0.997934,0.0469067,-0.0438953
0.839,3686.95,165.787,10008.2,0.999486,-0.00047307,0.0219315,0.0233782,23741.5,517.858,10000,5892.57,20057.6,-282.464,64.9712,-238.218,0.997945,0.0467117,-0.0438626
0.84,3691.34,166.003,10008,0.999488,-0.000474793,0.0219205,0.0232849,23740,517.901,10000,5892.55,20051.8,-283.752,69.1667,-248.084,0.997955,0.0465251,-0.0438406
0.841,3695.73,166.22,10007.8,0.999491,-0.000476669,0.0219101,0.0231828,23738.5,517.944,10000,5892.54,20045.9,-284.858,60.22,-247.936,0.997965,0.0463212,-0.0438199
0.842,3700.12,166.436,10007.6,0.999494,-0.000478803,0.0219017,0.0230686,23737,517.986,10000,5892.53,20040,-285.961,48.3078,-249.718,0.997976,0.0460928,-0.0438033
0.843,3704.51,166.652,10007.4,0.999497,-0.000480797,0.0218792,0.0229429,23735.5,518.029,10000,5892.51,20034.1,-286.906,34.8645,-227.328,0.99799,0.0458416,-0.0437584
0.844,3708.9,166.869,10007.2,0.999501,-0.000482453,0.0218441,0.0228164,23734,518.072,10000,5892.5,20028.2,-285.721,31.3129,-208.766,0.998004,0.0455889,-0.0436884
0.845,3713.29,167.085,10007,0.999504,-0.000483829,0.021806,0.0226969,23732.5,518.115,10000,5892.49,20022.3,-285.031,35.2913,-204.3,0.998019,0.0453502,-0.0436124
0.846,3717.68,167.301,10006.8,0.999508,-0.000485324,0.0217746,0.0225763,23731,518.158,10000,5892.48,20016.4,-284.656,33.6423,-211.678,0.998032,0.0451093,-0.0435497
0.847,3722.07,167.517,10006.6,0.999511,-0.000486723,0.0217423,0.0224566,23729.5,518.201,10000,5892.47,20010.5,-284.356,32.8671,-209.672,0.998046,0.0448701,-0.0434851
0.848,3726.46,167.733,10006.4,0.999515,-0.000487839,0.0217073,0.0223447,23728,518.244,10000,5892.47,20004.6,-284.735,37.7446,-206.524,0.998059,0.0446466,-0.0434154
0.849,3730.85,167.949,10006.2,0.999518,-0.000488679,0.0216679,0.0222387,23726.5,518.287,10000,5892.46,19998.7,-284.892,40.8454,-200.808,0.998072,0.0444347,-0.0433367
0.85,3735.24,168.164,10006,0.999521,-0.000489229,0.0216251,0.0221405,23725,518.33,10000,5892.45,19992.8,-284.609,45.7607,-196.379,0.998084,0.0442387,-0.0432511
0.851,3739.63,168.38,10005.8,0.999524,-0.000489477,0.0215781,0.0220504,23723.5,518.373,10000,5892.44,19986.9,-283.785,50.5123,-190.732,0.998096,0.0440586,-0.0431572
0.852,3744.02,168.595,10005.6,0.999527,-0.000489763,0.0215316,0.0219577,23722,518.416,10000,5892.43,19981,-282.869,47.3255,-189.713,0.998108,0.0438735,-0.0430644
0.853,3748.41,168.811,10005.4,0.99953,-0.000489608,0.0214787,0.0218774,23720.5,518.459,10000,5892.43,19975.1,-282.61,55.5981,-182.459,0.99812,0.0437133,-0.0429587
0.854,3752.8,169.026,10005.2,0.999546,-0.000476547,0.0208067,0.0217666,23719,518.503,10000,5892.45,19969.3,-295.437,64.9595,539.476,0.998187,0.0434935,-0.0416153
0.855,3757.19,169.241,10005,0.999562,-0.000463749,0.0201409,0.0216575,23717.5,518.546,10000,5892.48,19963.4,-302.453,69.0312,570.4,0.998251,0.0432774,-0.0402843
0.856,3761.58,169.456,10004.8,0.999578,-0.000451172,0.0194831,0.0215543,23716,518.59,10000,5892.52,19957.5,-310.553,78.6965,594.751,0.998312,0.0430727,-0.0389693
0.857,3765.97,169.671,10004.6,0.999592,-0.000438863,0.01883,0.0214507,23714.5,518.633,10000,5892.55,19951.6,-319.409,81.7939,641.908,0.998371,0.0428674,-0.0376636
0.858,3770.36,169.886,10004.4,0.999607,-0.000426814,0.0181844,0.0213502,23713,518.676,10000,5892.59,19945.7,-327.547,88.3737,671.467,0.998427,0.0426681,-0.0363726
0.859,3774.75,170.101,10004.2,0.99962,-0.00041513,0.0175441,0.0212445,23711.5,518.72,10000,5892.64,19939.8,-334.02,81.0199,709.308,0.998482,0.0424582,-0.0350924
0.86,3779.14,170.315,10004.1,0.999633,-0.000403709,0.016915,0.0211458,23710,518.764,10000,5892.68,19933.9,-341.354,91.0526,705.994,0.998533,0.0422624,-0.0338347
0.861,3783.53,170.53,10003.9,0.999646,-0.000392631,0.0162916,0.0210425,23708.5,518.807,10000,5892.73,19928,-348.251,84.2799,742.769,0.998584,0.0420574,-0.0325882
0.862,3787.93,170.744,10003.7,0.999658,-0.000381805,0.0156751,0.0209413,23707,518.851,10000,5892.78,19922.1,-354.885,89.0403,773.961,0.998632,0.0418563,-0.0313555
0.863,3792.32,170.958,10003.5,0.999669,-0.000371193,0.0150667,0.0208461,23705.5,518.895,10000,5892.84,19916.2,-360.902,100.834,794.83,0.998677,0.0416672,-0.030139
0.864,3796.71,171.172,10003.3,0.99968,-0.000360757,0.0144654,0.0207578,23704,518.939,10000,5892.89,19910.3,-366.01,116.913,827.663,0.99872,0.0414919,-0.0289365
0.865,3801.1,171.386,10003.1,0.99969,-0.000350529,0.0138718,0.0206756,23702.5,518.982,10000,5892.95,19904.4,-370.221,130.665,850.704,0.99876,0.0413286,-0.0277494
0.866,3805.49,171.6,10002.9,0.9997,-0.000340597,0.0132849,0.0205917,23701,519.026,10000,5893.01,19898.5,-373.49,127.375,870.275,0.998799,0.0411619,-0.0265759
0.867,3809.88,171.813,10002.7,0.999709,-0.000331027,0.0127034,0.0204983,23699.5,519.07,10000,5893.08,19892.7,-378.33,107.652,903.214,0.998837,0.0409763,-0.025413
0.868,3814.27,172.026,10002.5,0.999718,-0.000321717,0.012129,0.0204055,23698,519.114,10000,5893.15,19886.8,-383.658,108.755,927.331,0.998873,0.0407917,-0.0242642
0.869,3818.66,172.24,10002.4,0.999727,-0.00031267,0.0115613,0.0203121,23696.5,519.158,10000,5893.22,19880.9,-388.983,107.295,953.798,0.998908,0.0406058,-0.023129
0.87,3823.05,172.453,10002.2,0.999735,-0.000303724,0.0110003,0.0202315,23695,519.203,10000,5893.29,19875,-396.374,143.263,1011.39,0.998939,0.0404455,-0.0220071
0.871,3827.44,172.665,10002,0.999742,-0.000295049,0.0104469,0.0201506,23693.5,519.247,10000,5893.36,19869.1,-402.234,141.647,1024.87,0.99897,0.0402847,-0.0209004
0.872,3831.84,172.878,10001.8,0.999749,-0.000286617,0.00990103,0.0200714,23692,519.291,10000,5893.43,19863.2,-407.872,145.422,1041.74,0.998998,0.0401272,-0.0198086
0.873,3836.23,173.09,10001.7,0.999756,-0.000278433,0.00936226,0.0199926,23690.5,519.335,10000,5893.51,19857.3,-413.014,145.958,1059.54,0.999025,0.0399703,-0.0187311
0.874,3840.62,173.303,10001.5,0.999763,-0.000270481,0.00883034,0.0199147,23689,519.38,10000,5893.58,19851.4,-417.664,148.327,1080.91,0.999051,0.0398151,-0.0176673
0.875,3845.01,173.515,10001.3,0.999769,-0.000262797,0.00830555,0.0198339,23687.5,519.424,10000,5893.66,19845.5,-422.082,138.495,1086.48,0.999075,0.0396542,-0.0166177
0.876,3849.4,173.726,10001.1,0.999775,-0.000255361,0.00778775,0.0197515,23686,519.468,10000,5893.74,19839.6,-425.993,132.123,1094.48,0.999098,0.0394902,-0.0155821
0.877,3853.79,173.938,10001,0.99978,-0.000248131,0.00727724,0.0196731,23684.5,519.513,10000,5893.82,19833.7,-430.247,141.547,1107.17,0.99912,0.039334,-0.014561
0.878,3858.19,174.149,10000.8,0.999785,-0.00024113,0.00677325,0.0195933,23683,519.557,10000,5893.9,19827.8,-434.4,136.363,1121.68,0.99914,0.0391749,-0.013553
0.879,3862.58,174.36,10000.6,0.99979,-0.000234352,0.00627555,0.0195117,23681.5,519.602,10000,5893.98,19821.9,-438.717,130.215,1139.39,0.99916,0.0390122,-0.0125576
0.88,3866.97,174.571,10000.5,0.999794,-0.00022779,0.00578417,0.0194287,23680,519.647,10000,5894.06,19816,-442.983,125.055,1155.88,0.999178,0.0388468,-0.0115748
0.881,3871.36,174.781,10000.3,0.999799,-0.000221434,0.00529903,0.019345,23678.5,519.691,10000,5894.14,19810.1,-446.932,121.52,1173.05,0.999195,0.03868,-0.0106045
0.882,3875.75,174.991,10000.2,0.999803,-0.000215267,0.00481982,0.0192621,23677,519.736,10000,5894.22,19804.2,-450.817,122.827,1198.71,0.999211,0.0385145,-0.00964603
0.883,3880.15,175.201,10000,0.999807,-0.000209298,0.00434733,0.0191805,23675.5,519.781,10000,5894.3,19798.4,-453.949,124.276,1203.57,0.999226,0.0383518,-0.00870101
0.884,3884.54,175.41,9999.85,0.99981,-0.00020353,0.00388182,0.0191003,23674,519.826,10000,5894.38,19792.5,-456.909,124.579,1200.09,0.99924,0.0381918,-0.00776994
0.885,3888.93,175.619,9999.7,0.999813,-0.000197954,0.00342294,0.0190214,23672.5,519.87,10000,5894.47,19786.6,-460.083,125.471,1202.76,0.999253,0.0380344,-0.00685213
0.886,3893.32,175.828,9999.55,0.999816,-0.000192578,0.00297099,0.0189423,23671,519.915,10000,5894.55,19780.7,-463.702,120.8,1194.8,0.999265,0.0378765,-0.00594818
0.887,3897.72,176.037,9999.41,0.999819,-0.000187396,0.00252558,0.0188615,23669.5,519.96,10000,5894.63,19774.8,-467.487,112.044,1191.17,0.999276,0.0377152,-0.00505732
0.888,3902.11,176.245,9999.26,0.999821,-0.000182394,0.0020865,0.0187814,23668,520.005,10000,5894.71,19768.9,-470.981,111.454,1194.34,0.999286,0.0375554,-0.00417911
0.889,3906.5,176.452,9999.12,0.999824,-0.000177563,0.00165296,0.0186975,23666.5,520.05,10000,5894.79,19763,-472.994,97.3476,1201.59,0.999295,0.0373879,-0.00331198
0.89,3910.89,176.66,9998.98,0.999826,-0.000172911,0.00122563,0.0186111,23665,520.096,10000,5894.88,19757.1,-474.783,85.6711,1194.51,0.999304,0.0372152,-0.00245728
0.891,3915.29,176.867,9998.84,0.999828,-0.00016842,0.000804117,0.0185259,23663.5,520.141,10000,5894.96,19751.2,-476.525,86.4477,1199.79,0.999312,0.0370451,-0.0016142
0.892,3919.68,177.073,9998.71,0.99983,-0.000164131,0.000390706,0.0184422,23662,520.186,10000,5895.04,19745.3,-478.24,83.9336,1155.84,0.999319,0.0368779,-0.000787333
0.893,3924.07,177.28,9998.58,0.999831,-0.000160077,-1.23833e-05,0.0183739,23660.5,520.231,10000,5895.12,19739.4,-481.946,119.543,1098.67,0.999325,0.0367416,1.888e-05
0.894,3928.47,177.485,9998.45,0.999832,-0.000156239,-0.000406277,0.0183095,23659,520.277,10000,5895.2,19733.5,-489.031,123.339,1058.65,0.999329,0.036613,0.000806697
0.895,3932.86,177.691,9998.32,0.999834,-0.000152547,-0.000794129,0.0182229,23657.5,520.322,10000,5895.28,19727.6,-501.23,60.4798,1050.07,0.999335,0.03644,0.00158243
0.896,3937.25,177.896,9998.19,0.999835,-0.000149031,-0.0011748,0.0181398,23656,520.367,10000,5895.36,19721.7,-514.732,66.6298,1052.55,0.999339,0.036274,0.00234381
0.897,3941.65,178.101,9998.07,0.999836,-0.000145713,-0.00154706,0.0180603,23654.5,520.413,10000,5895.43,19715.8,-525.96,72,1033.07,0.999343,0.0361151,0.00308834
0.898,3946.04,178.305,9997.95,0.999837,-0.000142535,-0.0019126,0.0179683,23653,520.458,10000,5895.51,19709.9,-538.018,35.425,1028.27,0.999347,0.0359314,0.00381945
0.899,3950.43,178.508,9997.83,0.999838,-0.000139565,-0.00226864,0.0178776,23651.5,520.504,10000,5895.59,19704,-550.182,33.9216,997.146,0.99935,0.03575,0.00453156
0.9,3954.83,178.712,9997.71,0.999838,-0.000136724,-0.00262022,0.0177933,23650,520.55,10000,5895.67,19698.1,-562.302,48.9733,1025.3,0.999353,0.0355816,0.00523472
0.901,3959.22,178.915,9997.6,0.999839,-0.000134051,-0.0029649,0.0177141,23648.5,520.595,10000,5895.74,19692.2,-572.865,59.2191,1021.71,0.999355,0.0354232,0.0059241
0.902,3963.62,179.117,9997.49,0.999839,-0.000131498,-0.00330131,0.0176159,23647,520.641,10000,5895.81,19686.3,-578.711,4.74613,987.705,0.999358,0.0352271,0.00659694
0.903,3968.01,179.319,9997.38,0.99984,-0.000129072,-0.00363187,0.0175166,23645.5,520.687,10000,5895.89,19680.5,-585.232,-2.26146,985.468,0.99936,0.0350285,0.00725807
0.904,3972.4,179.52,9997.28,0.99984,-0.00012679,-0.0039557,0.017417,23644,520.733,10000,5895.96,19674.6,-591.391,-6.65931,973.294,0.999362,0.0348294,0.00790573
0.905,3976.8,179.721,9997.17,0.999841,-0.000124749,-0.00426879,0.0173243,23642.5,520.779,10000,5896.03,19668.7,-596.945,6.6388,923.624,0.999363,0.0346441,0.00853191
0.906,3981.19,179.921,9997.07,0.999841,-0.000122878,-0.00457461,0.0172369,23641,520.825,10000,5896.1,19662.8,-602.42,16.3546,906.607,0.999364,0.0344694,0.00914353
0.907,3985.59,180.121,9996.97,0.999841,-0.000121097,-0.0048761,0.0171485,23639.5,520.871,10000,5896.17,19656.9,-607.303,10.7556,912.142,0.999364,0.0342926,0.0097465
0.908,3989.98,180.32,9996.88,0.999841,-0.000119396,-0.00517162,0.0170516,23638,520.917,10000,5896.23,19651,-611.988,-13.46,903.725,0.999365,0.0340991,0.0103375
0.909,3994.38,180.519,9996.79,0.999841,-0.000117882,-0.00546016,0.0169644,23636.5,520.963,10000,5896.3,19645.1,-615.855,6.66277,885.591,0.999365,0.0339246,0.0109146
0.91,3998.77,180.717,9996.69,0.999841,-0.000116454,-0.00574292,0.0168722,23635,521.009,10000,5896.36,19639.2,-618.822,-8.57816,875.646,0.999365,0.0337403,0.0114801
0.911,4003.17,180.915,9996.61,0.999841,-0.000115084,-0.00602,0.0167707,23633.5,521.055,10000,5896.42,19633.3,-621.443,-34.5092,866.718,0.999365,0.0335374,0.0120342
0.912,4007.56,181.112,9996.52,0.999841,-0.000113937,-0.0062878,0.016678,23632,521.101,10000,5896.48,19627.4,-625.563,-16.4971,832.564,0.999365,0.0333522,0.0125698
0.913,4011.96,181.308,9996.44,0.999841,-0.000112917,-0.00655013,0.0165891,23630.5,521.148,10000,5896.54,19621.5,-629.401,-10.656,825.069,0.999364,0.0331745,0.0130944
0.914,4016.35,181.504,9996.35,0.999841,-0.000112008,-0.00680667,0.0165011,23629,521.194,10000,5896.6,19615.6,-632.5,-11.7058,814.452,0.999363,0.0329984,0.0136075
0.915,4020.74,181.7,9996.28,0.99984,-0.000111165,-0.00705769,0.016408,23627.5,521.24,10000,5896.66,19609.7,-634.397,-26.3157,804.472,0.999362,0.0328124,0.0141095
0.916,4025.14,181.895,9996.2,0.99984,-0.000110355,-0.00730145,0.0163017,23626,521.287,10000,5896.71,19603.8,-634.545,-59.9577,783.989,0.999362,0.0325998,0.014597
0.917,4029.53,182.089,9996.12,0.99984,-0.000109609,-0.00754142,0.0161945,23624.5,521.333,10000,5896.77,19597.9,-635.516,-65.2836,782.827,0.999362,0.0323854,0.0150769
0.918,4033.93,182.282,9996.05,0.99984,-0.000108928,-0.00777718,0.0160855,23623,521.38,10000,5896.82,19592,-635.553,-72.5096,778.096,0.999362,0.0321676,0.0155484
0.919,4038.33,182.475,9995.98,0.99984,-0.000108275,-0.00800842,0.0159698,23621.5,521.427,10000,5896.87,19586.1,-634.947,-91.2372,772.538,0.999362,0.0319363,0.0160108
0.92,4042.72,182.668,9995.92,0.99984,-0.000107664,-0.00823635,0.0158517,23620,521.473,10000,5896.92,19580.2,-635.174,-100.586,773.423,0.999362,0.0317001,0.0164667
0.921,4047.12,182.859,9995.85,0.99984,-0.000107152,-0.00845958,0.0157354,23618.5,521.52,10000,5896.97,19574.3,-635.056,-99.373,763.749,0.999362,0.0314677,0.0169131
0.922,4051.51,183.05,9995.79,0.99984,-0.000106585,-0.00870372,0.0156507,23617,521.567,10000,5897.02,19568.4,-636.009,-31.8996,915.849,0.999359,0.0312983,0.0174013
0.923,4055.91,183.24,9995.73,0.999839,-0.000106062,-0.00894381,0.0155633,23615.5,521.613,10000,5897.07,19562.5,-633.73,-41.5407,907.457,0.999356,0.0311236,0.0178814
0.924,4060.3,183.43,9995.67,0.999838,-0.000105575,-0.00918031,0.0154735,23614,521.66,10000,5897.12,19556.6,-630.845,-50.3849,901.57,0.999353,0.030944,0.0183544
0.925,4064.7,183.619,9995.61,0.999837,-0.000105162,-0.00941256,0.0153841,23612.5,521.707,10000,5897.16,19550.7,-627.607,-51.9019,888.949,0.999349,0.0307653,0.0188188
0.926,4069.09,183.808,9995.56,0.999837,-0.000104636,-0.00965,0.0152911,23611,521.754,10000,5897.21,19544.8,-623.787,-66.1799,954.305,0.999346,0.0305791,0.0192936
0.927,4073.49,183.996,9995.51,0.999836,-0.000104202,-0.00988429,0.0152021,23609.5,521.801,10000,5897.25,19538.9,-620.515,-58.4573,948.764,0.999342,0.0304012,0.0197622
0.928,4077.88,184.183,9995.46,0.999835,-0.000103749,-0.0101135,0.0151031,23608,521.848,10000,5897.29,19533,-616.497,-86.4869,931.087,0.999339,0.0302033,0.0202205
0.929,4082.28,184.369,9995.42,0.999834,-0.000103343,-0.0103399,0.0150041,23606.5,521.895,10000,5897.34,19527.1,-613.127,-89.8097,929.174,0.999336,0.0300053,0.0206732
0.93,4086.68,184.555,9995.37,0.999833,-0.000102999,-0.0105637,0.0149071,23605,521.943,10000,5897.38,19521.2,-610.47,-87.7552,929.783,0.999332,0.0298114,0.0211209
0.931,4091.07,184.74,9995.33,0.999832,-0.000102645,-0.0107877,0.0148089,23603.5,521.99,10000,5897.41,19515.3,-609.191,-95.7557,956.93,0.999329,0.0296151,0.0215686
0.932,4095.47,184.925,9995.3,0.999831,-0.000102369,-0.0110088,0.0147139,23602,522.037,10000,5897.45,19509.4,-607.671,-90.8509,955.49,0.999325,0.0294251,0.0220108
0.933,4099.86,185.108,9995.26,0.99983,-0.000102165,-0.0112381,0.0146361,23600.5,522.084,10000,5897.49,19503.5,-613.528,-52.2086,1075.29,0.999319,0.0292695,0.0224694
0.934,4104.26,185.291,9995.23,0.999828,-0.000102034,-0.0114644,0.0145611,23599,522.132,10000,5897.52,19497.6,-615.856,-47.4379,1079.08,0.999313,0.0291196,0.0229219
0.935,4108.66,185.474,9995.2,0.999827,-0.000101996,-0.0116876,0.0144907,23597.5,522.179,10000,5897.55,19491.8,-616.912,-37.3085,1079.75,0.999307,0.0289788,0.0233682
0.936,4113.05,185.656,9995.17,0.999825,-0.00010205,-0.0119074,0.0144243,23596,522.227,10000,5897.58,19485.9,-616.605,-28.6279,1073.48,0.9993,0.028846,0.0238077
0.937,4117.45,185.837,9995.14,0.999823,-0.000102079,-0.0121238,0.0143524,23594.5,522.274,10000,5897.61,19480,-614.855,-46.665,1068.3,0.999294,0.0287022,0.0242405
0.938,4121.85,186.018,9995.12,0.999822,-0.000102141,-0.012338,0.0142809,23593,522.322,10000,5897.64,19474.1,-613.771,-48.1333,1074.96,0.999288,0.0285593,0.0246688
0.939,4126.24,186.198,9995.1,0.99982,-0.000102244,-0.0125493,0.0142099,23591.5,522.369,10000,5897.66,19468.2,-612.062,-49.4951,1072.05,0.999281,0.0284173,0.0250912
0.94,4130.64,186.377,9995.08,0.999819,-0.000102409,-0.012757,0.0141403,23590,522.417,10000,5897.69,19462.3,-611.76,-48.2629,1062.47,0.999275,0.028278,0.0255064
0.941,4135.03,186.556,9995.06,0.999817,-0.000102612,-0.0129617,0.0140709,23588.5,522.465,10000,5897.71,19456.4,-611.206,-49.9285,1060.09,0.999268,0.0281393,0.0259157
0.942,4139.43,186.734,9995.05,0.999815,-0.000102858,-0.0131627,0.0140014,23587,522.512,10000,5897.73,19450.5,-609.834,-52.7126,1047.75,0.999261,0.0280003,0.0263177
0.943,4143.83,186.911,9995.04,0.999814,-0.000103192,-0.0133595,0.0139347,23585.5,522.56,10000,5897.75,19444.6,-608.257,-46.9897,1027.11,0.999255,0.0278669,0.0267111
0.944,4148.22,187.088,9995.03,0.999812,-0.000103664,-0.0135538,0.0138764,23584,522.608,10000,5897.77,19438.7,-607.26,-26.3322,1025.8,0.999247,0.0277503,0.0270996
0.945,4152.62,187.264,9995.02,0.99981,-0.000104149,-0.0137466,0.0138184,23582.5,522.656,10000,5897.79,19432.8,-605.028,-27.6696,1034.19,0.99924,0.0276344,0.027485
0.946,4157.02,187.44,9995.01,0.999808,-0.000104671,-0.013938,0.0137626,23581,522.704,10000,5897.8,19426.9,-602.976,-23.6805,1045.56,0.999233,0.0275229,0.0278679
0.947,4161.41,187.615,9995.01,0.999806,-0.000105228,-0.0141263,0.0137072,23579.5,522.752,10000,5897.82,19421,-600.719,-24.6929,1034.25,0.999225,0.0274121,0.0282442
0.948,4165.81,187.789,9995.01,0.999804,-0.000105735,-0.0143127,0.0136475,23578,522.8,10000,5897.83,19415.1,-597.962,-38.5815,1039.77,0.999218,0.0272927,0.028617
0.949,4170.21,187.963,9995.01,0.999803,-0.000106295,-0.0144962,0.0135895,23576.5,522.848,10000,5897.84,19409.2,-595.363,-35.9133,1030.16,0.99921,0.0271766,0.0289838
0.95,4174.6,188.136,9995.02,0.999801,-0.000106928,-0.0146776,0.0135354,23575,522.896,10000,5897.85,19403.3,-592.092,-27.0874,1028.09,0.999203,0.0270685,0.0293465
0.951,4179,188.309,9995.03,0.999799,-0.000107567,-0.0148556,0.0134795,23573.5,522.945,10000,5897.86,19397.4,-587.287,-33.6081,1009.67,0.999195,0.0269568,0.0297023
0.952,4183.4,188.481,9995.04,0.999797,-0.00010822,-0.0150313,0.0134235,23572,522.993,10000,5897.87,19391.5,-582.618,-35.8007,1003.46,0.999188,0.0268448,0.0300536
0.953,4187.79,188.652,9995.05,0.999795,-0.000108886,-0.0152049,0.0133674,23570.5,523.041,10000,5897.87,19385.6,-575.895,-37.7219,995.301,0.99918,0.0267326,0.0304006
0.954,4192.19,188.823,9995.06,0.999793,-0.000109609,-0.0153767,0.0133144,23569,523.09,10000,5897.88,19379.7,-569.121,-31.2267,989.483,0.999173,0.0266266,0.0307441
0.955,4196.59,188.993,9995.08,0.999791,-0.000110317,-0.0155472,0.0132601,23567.5,523.138,10000,5897.88,19373.8,-562.434,-36.11,988.878,0.999165,0.0265181,0.0310849
0.956,4200.98,189.163,9995.1,0.999789,-0.000111077,-0.0157165,0.0132092,23566,523.187,10000,5897.89,19367.9,-555.085,-29.1128,988.715,0.999157,0.0264162,0.0314234
0.957,4205.38,189.332,9995.12,0.999787,-0.000111785,-0.0158855,0.0131557,23564.5,523.235,10000,5897.89,19362,-548.049,-37.4469,1000.32,0.999149,0.0263093,0.0317612
0.958,4209.78,189.5,9995.14,0.999785,-0.000112568,-0.0160536,0.0131071,23563,523.284,10000,5897.89,19356.1,-540.834,-26.4014,1003.33,0.999141,0.0262122,0.0320974
0.959,4214.17,189.668,9995.16,0.999783,-0.00011338,-0.0162199,0.0130598,23561.5,523.332,10000,5897.89,19350.2,-533.814,-24.3978,995.176,0.999133,0.0261176,0.0324298
0.96,4218.57,189.835,9995.19,0.999781,-0.000114245,-0.0163847,0.0130156,23560,523.381,10000,5897.88,19344.3,-526.421,-17.7625,990.453,0.999124,0.0260293,0.0327592
0.961,4222.97,190.002,9995.22,0.999779,-0.000115168,-0.0165486,0.0129755,23558.5,523.43,10000,5897.88,19338.4,-519.207,-8.79565,994.489,0.999116,0.0259491,0.0330869
